,estimator,min_score,mean_score,max_score,std_score,C,gamma,kernel,learning_rate,max_features,n_estimators,n_neighbors,priors,weights
157,BAG,0.6850152905198778,0.7111295245424177,0.7477744807121661,0.026681467602117055,,,,,0.8,10,,,
102,GB,0.7173252279635258,0.7345947771479686,0.7477203647416413,0.012750043089846667,,,,0.1,,30,,,
166,BAG,0.6890243902439026,0.7269190289319588,0.746987951807229,0.02681120071232717,,,,,0.5,20,,,
165,BAG,0.6808510638297872,0.7220408843658416,0.7462686567164178,0.02927625515390811,,,,,0.5,15,,,
8,NN,0.7195121951219512,0.7326049286721675,0.743362831858407,0.009875957094715958,,,,,,,20,,distance
99,GB,0.7112462006079028,0.7243811306389528,0.7411764705882353,0.012490108509030087,,,,0.1,log2,100,,,
152,BAG,0.7230320699708456,0.7319629056561386,0.7402985074626866,0.007061548151442779,,,,,0.9,20,,,
150,BAG,0.7041420118343195,0.7159455308946373,0.7374631268436578,0.015239130415175854,,,,,0.9,10,,,
168,BAG,0.7151515151515151,0.721104585017494,0.7300613496932516,0.006446830146059339,,,,,0.5,30,,,
161,BAG,0.6865671641791045,0.7149887031681595,0.7294832826747719,0.020098398891499537,,,,,0.8,30,,,
92,GB,0.6855345911949685,0.71355212655003,0.728395061728395,0.01982309345096505,,,,0.1,sqrt,50,,,
35,SVC,0.6767895878524947,0.6997601806521582,0.7191011235955056,0.01746324297474776,1000,1e-05,poly,,,,,,
13,SVC,0.6767895878524947,0.6997601806521582,0.7191011235955056,0.01746324297474776,1,0.0001,poly,,,,,,
172,BAG,0.6972477064220184,0.7070177767425475,0.7147147147147147,0.00727999555744591,,,,,0.2,15,,,
164,BAG,0.6853582554517135,0.6957620356885196,0.7073170731707316,0.009001535566708987,,,,,0.5,10,,,
177,BAG,0.679245283018868,0.6889409742568069,0.7018633540372671,0.009511499123382682,,,,,0.2,100,,,
174,BAG,0.6604361370716512,0.6797390004230607,0.697530864197531,0.015181502668862168,,,,,0.2,25,,,
176,BAG,0.6853582554517135,0.6927579116779533,0.697530864197531,0.005305203746739765,,,,,0.2,60,,,
175,BAG,0.6896551724137931,0.6940922113335907,0.6966966966966966,0.003153247580964428,,,,,0.2,30,,,
7,NN,0.6813880126182965,0.6874357397326268,0.6953846153846154,0.005870093501311623,,,,,,,20,,uniform
173,BAG,0.6476190476190475,0.6665868024358589,0.6918238993710691,0.01858306967022579,,,,,0.2,20,,,
101,GB,0.6666666666666667,0.6793562489361893,0.6898734177215189,0.009597842080044099,,,,0.1,,20,,,
181,BAG,0.6412698412698413,0.6574321004345848,0.6791277258566979,0.01594299141632639,,,,,0.1,25,,,
91,GB,0.6516129032258066,0.6630373832482414,0.6750788643533123,0.009589867940049492,,,,0.1,sqrt,40,,,
179,BAG,0.6428571428571428,0.6580486141825151,0.66875,0.011037229835310672,,,,,0.1,15,,,
182,BAG,0.6291390728476821,0.6428340433908409,0.6624203821656051,0.01421132300219539,,,,,0.1,30,,,
184,BAG,0.6046511627906976,0.6298215981045314,0.65814696485623,0.021953213947573075,,,,,0.1,100,,,
82,RF,0.6123778501628665,0.6284128707581477,0.653968253968254,0.018265055897571505,,,,,,15,,,
183,BAG,0.6040268456375839,0.6290692989538924,0.6495176848874598,0.018853526730250165,,,,,0.1,60,,,
171,BAG,0.6387096774193548,0.6452863563027896,0.6493506493506493,0.004693373545098713,,,,,0.2,10,,,
180,BAG,0.576271186440678,0.6186826204595477,0.6451612903225805,0.030296879195157743,,,,,0.1,20,,,
90,GB,0.594059405940594,0.6150489778409384,0.6387096774193548,0.018325990252210673,,,,0.1,sqrt,30,,,
98,GB,0.5921052631578948,0.6208211897822733,0.6384364820846905,0.02047866407708432,,,,0.1,log2,50,,,
84,RF,0.5665529010238907,0.6082962337937783,0.6378737541528239,0.030360843932841806,,,,,,25,,,
86,RF,0.5616438356164384,0.6052464464254167,0.631578947368421,0.031052884836760726,,,,,,60,,,
83,RF,0.5802047781569966,0.6100583403609762,0.6295081967213114,0.02143026818921959,,,,,,20,,,
87,RF,0.560553633217993,0.5987864575774472,0.6291390728476821,0.02854895098792942,,,,,,100,,,
178,BAG,0.5928338762214984,0.6008573402710211,0.6103896103896104,0.007246071227954849,,,,,0.1,10,,,
56,SVC,0.6018957345971564,0.6061675928276274,0.6098654708520179,0.003278847760087149,10,1e-05,rbf,,,,,,
72,SVC,0.6018957345971564,0.6057141237894856,0.6098654708520179,0.003262138327387029,1000,1e-07,rbf,,,,,,
64,SVC,0.6052009456264776,0.6068158607992594,0.6098654708520179,0.0021576547366526032,100,1e-06,rbf,,,,,,
80,SVC,0.6033254156769597,0.6067758842711416,0.6085011185682326,0.002439849741217255,10000.0,1e-08,rbf,,,,,,
48,SVC,0.6047619047619048,0.6059461064748574,0.606741573033708,0.0008536618696814508,1,0.0001,rbf,,,,,,
85,RF,0.5448275862068965,0.5808944455647419,0.6052631578947368,0.026022420643526206,,,,,,30,,,
142,NB,0.5626598465473147,0.5808433653401104,0.5954198473282443,0.013615247547615254,,,,,,,,,
100,GB,0.5338078291814946,0.5544054159463533,0.5833333333333333,0.021059276603258632,,,,0.1,,10,,,
97,GB,0.5285714285714286,0.5577421309380073,0.581081081081081,0.021829993161830936,,,,0.1,log2,40,,,
81,RF,0.5071428571428571,0.5443578519609448,0.5773195876288659,0.028806955589178285,,,,,,10,,,
10,NN,0.5655172413793104,0.5717224224701439,0.576271186440678,0.004543832585901072,,,,,,,50,,distance
9,NN,0.5555555555555556,0.5598680872653475,0.5684931506849316,0.006098840832151869,,,,,,,50,,uniform
89,GB,0.5281690140845071,0.5356869492047166,0.5441696113074205,0.006567739412488908,,,,0.1,sqrt,20,,,
96,GB,0.4779411764705882,0.4972876926662006,0.5192982456140351,0.01698871411451056,,,,0.1,log2,30,,,
28,SVC,0.49642004773269693,0.5045143369921167,0.5123152709359606,0.0064925122603542605,100,1e-05,poly,,,,,,
65,SVC,0.4696132596685083,0.4770030375368412,0.48924731182795694,0.008719656059313961,100,1e-07,rbf,,,,,,
57,SVC,0.47091412742382266,0.47743666012194597,0.48924731182795694,0.008366582917782106,10,1e-06,rbf,,,,,,
73,SVC,0.4696132596685083,0.4770030375368412,0.48924731182795694,0.008719656059313961,1000,1e-08,rbf,,,,,,
49,SVC,0.4696132596685083,0.4756456676463003,0.4851752021563343,0.006817425417535276,1,1e-05,rbf,,,,,,
95,GB,0.43018867924528303,0.4410850101633576,0.44696969696969696,0.007713108819569959,,,,0.1,log2,20,,,
88,GB,0.3548387096774194,0.37265443811933374,0.39215686274509803,0.015281685009800323,,,,0.1,sqrt,10,,,
14,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-05,poly,,,,,,
15,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-06,poly,,,,,,
16,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-07,poly,,,,,,
17,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-08,poly,,,,,,
21,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10,1e-05,poly,,,,,,
22,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10,1e-06,poly,,,,,,
23,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10,1e-07,poly,,,,,,
24,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10,1e-08,poly,,,,,,
29,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,100,1e-06,poly,,,,,,
30,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,100,1e-07,poly,,,,,,
31,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,100,1e-08,poly,,,,,,
66,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,100,1e-08,rbf,,,,,,
43,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10000.0,1e-06,poly,,,,,,
59,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10,1e-08,rbf,,,,,,
58,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10,1e-07,rbf,,,,,,
52,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-08,rbf,,,,,,
51,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-07,rbf,,,,,,
50,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,1,1e-06,rbf,,,,,,
45,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10000.0,1e-08,poly,,,,,,
44,SVC,0.0,0.2213092303478499,0.3319638455217749,0.15648925751814036,10000.0,1e-07,poly,,,,,,
37,SVC,0.0,0.11056376573617953,0.33169129720853857,0.15636077701114678,1000,1e-07,poly,,,,,,
36,SVC,0.0,0.11056376573617953,0.33169129720853857,0.15636077701114678,1000,1e-06,poly,,,,,,
38,SVC,0.0,0.11056376573617953,0.33169129720853857,0.15636077701114678,1000,1e-08,poly,,,,,,
94,GB,0.25,0.26769761939253467,0.288135593220339,0.01568891380115203,,,,0.1,log2,10,,,
146,BAG,0.0,0.006535947712418301,0.0196078431372549,0.009243225897863366,,,,,1,25,,,
143,BAG,0.0,0.003284072249589491,0.009852216748768473,0.004644379515182579,,,,,1,10,,,
118,GB,0.0,0.0,0.0,0.0,,,,0.001,,10,,,
117,GB,0.0,0.0,0.0,0.0,,,,0.001,log2,100,,,
116,GB,0.0,0.0,0.0,0.0,,,,0.001,log2,50,,,
115,GB,0.0,0.0,0.0,0.0,,,,0.001,log2,40,,,
114,GB,0.0,0.0,0.0,0.0,,,,0.001,log2,30,,,
113,GB,0.0,0.0,0.0,0.0,,,,0.001,log2,20,,,
130,GB,0.0,0.0,0.0,0.0,,,,0.0001,log2,10,,,
109,GB,0.0,0.0,0.0,0.0,,,,0.001,sqrt,40,,,
112,GB,0.0,0.0,0.0,0.0,,,,0.001,log2,10,,,
111,GB,0.0,0.0,0.0,0.0,,,,0.001,sqrt,100,,,
110,GB,0.0,0.0,0.0,0.0,,,,0.001,sqrt,50,,,
120,GB,0.0,0.0,0.0,0.0,,,,0.001,,30,,,
108,GB,0.0,0.0,0.0,0.0,,,,0.001,sqrt,30,,,
107,GB,0.0,0.0,0.0,0.0,,,,0.001,sqrt,20,,,
106,GB,0.0,0.0,0.0,0.0,,,,0.001,sqrt,10,,,
119,GB,0.0,0.0,0.0,0.0,,,,0.001,,20,,,
123,GB,0.0,0.0,0.0,0.0,,,,0.001,,100,,,
121,GB,0.0,0.0,0.0,0.0,,,,0.001,,40,,,
122,GB,0.0,0.0,0.0,0.0,,,,0.001,,50,,,
132,GB,0.0,0.0,0.0,0.0,,,,0.0001,log2,30,,,
133,GB,0.0,0.0,0.0,0.0,,,,0.0001,log2,40,,,
134,GB,0.0,0.0,0.0,0.0,,,,0.0001,log2,50,,,
135,GB,0.0,0.0,0.0,0.0,,,,0.0001,log2,100,,,
136,GB,0.0,0.0,0.0,0.0,,,,0.0001,,10,,,
137,GB,0.0,0.0,0.0,0.0,,,,0.0001,,20,,,
138,GB,0.0,0.0,0.0,0.0,,,,0.0001,,30,,,
139,GB,0.0,0.0,0.0,0.0,,,,0.0001,,40,,,
140,GB,0.0,0.0,0.0,0.0,,,,0.0001,,50,,,
141,GB,0.0,0.0,0.0,0.0,,,,0.0001,,100,,,
129,GB,0.0,0.0,0.0,0.0,,,,0.0001,sqrt,100,,,
144,BAG,0.0,0.0,0.0,0.0,,,,,1,15,,,
145,BAG,0.0,0.0,0.0,0.0,,,,,1,20,,,
147,BAG,0.0,0.0,0.0,0.0,,,,,1,30,,,
148,BAG,0.0,0.0,0.0,0.0,,,,,1,60,,,
149,BAG,0.0,0.0,0.0,0.0,,,,,1,100,,,
128,GB,0.0,0.0,0.0,0.0,,,,0.0001,sqrt,50,,,
126,GB,0.0,0.0,0.0,0.0,,,,0.0001,sqrt,30,,,
125,GB,0.0,0.0,0.0,0.0,,,,0.0001,sqrt,20,,,
124,GB,0.0,0.0,0.0,0.0,,,,0.0001,sqrt,10,,,
131,GB,0.0,0.0,0.0,0.0,,,,0.0001,log2,20,,,
127,GB,0.0,0.0,0.0,0.0,,,,0.0001,sqrt,40,,,
